framework,concurrency,req_isl,req_osl,tput_total,tput_per_user,ttft_p50,ttft_p95,itl_p50,req_latency_p50,isl,osl,requests,errors,source,pareto,framework_pareto
vllm-blue-tuned,1,1024,1024,71.05181586298974,71.95458883487859,187.5451205,195.76281644999997,13.893582299608992,14399.772395999998,1024.0,1024.0,4,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-tuning/raw/isl1024-osl1024__vllm-blue-tuned-c1/profile_export_aiperf.json,True,True
vllm-blue-tuned,16,1024,1024,340.97728500151226,22.26812637918372,2104.0614809999997,2764.944172,44.850915156402735,47978.1941645,1024.0,1024.0,32,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-tuning/raw/isl1024-osl1024__vllm-blue-tuned-c16/profile_export_aiperf.json,True,True
vllm-blue-tuned,32,1024,1024,472.8004941908093,15.409807972449368,2836.180931,4405.9849806,64.89447526246335,69211.22176,1024.0,1024.0,64,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-tuning/raw/isl1024-osl1024__vllm-blue-tuned-c32/profile_export_aiperf.json,True,True
vllm-blue-tuned,64,1024,1024,605.9086779185304,9.862502656151637,3300.2225805,8840.660702950001,102.83215039540566,107834.124495,1024.0,1024.0,128,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-tuning/raw/isl1024-osl1024__vllm-blue-tuned-c64/profile_export_aiperf.json,True,True
