framework,concurrency,req_isl,req_osl,tput_total,tput_per_user,ttft_p50,ttft_p95,itl_p50,req_latency_p50,isl,osl,requests,errors,source,pareto,framework_pareto
vllm-blue-mtp2,1,1024,1024,56.22640107689539,59.420484632181314,225.529024,241.7631745,18.769777727761483,19437.3848545,1024.0,1024.0,4,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-mtp/raw/isl1024-osl1024__vllm-blue-mtp2-c1/profile_export_aiperf.json,True,True
vllm-blue-mtp2,16,1024,1024,284.4208222261115,22.69195560736938,2912.118238,7945.6547696,48.232186107038125,51250.507967,1024.0,1024.0,32,0,results/2026-09-03-qwen36-35b-nvfp4-gb10-mtp/raw/isl1024-osl1024__vllm-blue-mtp2-c16/profile_export_aiperf.json,True,True
