framework,concurrency,req_isl,req_osl,tput_total,tput_per_user,ttft_p50,ttft_p95,itl_p50,req_latency_p50,isl,osl,requests,errors,source,pareto,framework_pareto
sglang-nvfp4-cudnn,16,512,128,394.641165456078,28.79166123770992,765.750631,861.8349221,34.43913837795275,5185.5323085,512.0,128.0,32,0,results/2026-09-02-qwen3-sglang-moe-tuning/exclusive-nvfp4-cudnn/isl512-osl128__sglang-nvfp4-cudnn-c16/profile_export_aiperf.json,True,True
sglang-nvfp4-cudnn,32,512,128,589.4760612691076,21.94379031524627,934.3576274999999,1547.2934698,47.04970856299212,6942.174433,512.0,128.0,64,0,results/2026-09-02-qwen3-sglang-moe-tuning/exclusive-nvfp4-cudnn/isl512-osl128__sglang-nvfp4-cudnn-c32/profile_export_aiperf.json,True,True
sglang-nvfp4-cudnn,64,512,128,802.2907003685177,15.481312209480693,1975.2916269999998,3049.8810794499996,65.66835701968505,10196.703069,512.0,128.0,128,0,results/2026-09-02-qwen3-sglang-moe-tuning/exclusive-nvfp4-cudnn/isl512-osl128__sglang-nvfp4-cudnn-c64/profile_export_aiperf.json,True,True
